ID	Date	Newspaper	Page	First Head?	Head Size	Text Size	Continuation Size	Number of Columns	Top Half?	External source credited?	Gender: reporter1	Gender: reporter2	Reporter location	Embedded reporter used?	Story Type	Story setting/ occasion	Overall tone of story	Reporter Disdain?	Reporter Correction?	Prognosis1	Prognosis2	Prognosis3	Prognosis4	Prognosis5	Prognosis6	Prognosis7	Prognosis8	Prognosis9	Prognosis10	Prognosis11	Prognosis12	Prognosis13	Prognosis14	Prognosis15	Prognosis16
13	17/3/2003 00:00:00	Daily Mirror	3	Get the message, Dubya?	36.00	39.44		3	1	None	1	9	Summit of International leaders	9	Straight: events over last 24 hours	Media: other media actions	16	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
14	17/3/2003 00:00:00	Daily Mirror	4	30,000 desert: scared Iraqi conscripts return home	344.00	188.94		8	1	None	1	9	CentCom/Qatar/ Kuwait	2	Straight: events over last 24 hours	Conflict zone: Mil briefing/ rpt. from Centcom	19	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
15	17/3/2003 00:00:00	Daily Mirror	4	Hi-tech heart of the campaign	9.38	16.40		2	0	None	1	9	CentCom/Qatar/ Kuwait	2	Straight: events over last 24 hours	Conflict zone: Mil briefing/ rpt. from Centcom	08	No/ N/A	No/ N/A	9	9	9	9	4	9	9	9	9	9	9	9	9	9	9	9
16	17/3/2003 00:00:00	Daily Mirror	5	Troops get new beast of a gun	5.50	55.00		1	1	None	1	9	Kuwaiti desert	8	Straight: events over last 24 hours	Conflict zone: Report from battle/action	25	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
17	17/3/2003 00:00:00	Daily Mirror	6	Pushed into war by liars and cheats	27.95	174.08		1	1	None	9	9	Analysis: not applicable	9	Editorial	Media: Journalist rpt./ News analysis	16	US administration	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
18	17/3/2003 00:00:00	Daily Mirror	7	Robbie's scared for future	9.45	29.16		1	1	None	2	9	Other: No location	9	Straight: events over last 24 hours	Other causes or occasions	24	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
19	17/3/2003 00:00:00	Daily Mirror	7	Rock gig blast at 'idiot' PM	9.45	30.71		1	0	None	2	9	Other: No location	9	Straight: events over last 24 hours	Political: Interest Group/ Anti-war protest	24	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
20	17/3/2003 00:00:00	Daily Mirror	7	Hope: peace album is to raise money for Iraqi children	213.90	118.80		3	1	None	2	9	Other: No location	9	Straight: events over last 24 hours	Other causes or occasions	24	No/ N/A	No/ N/A	9	9	2	1	9	9	9	9	9	9	9	9	9	9	9	9
21	17/3/2003 00:00:00	Daily Mirror	8	Why Iraq is doling out the guns like biscuits	230.28	371.00		4	1	None	1	1	Baghdad	2	Postcard/ Experience/ 'Novelistic' description	Political: Other political actions	27	Iraq administration	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
22	17/3/2003 00:00:00	Daily Mail	1	Saddam's last day	325.24	64.05	161.13	1	1	None	1	9	Summit of International leaders	9	Straight: events over last 24 hours	Political: International Event/ Summit	32	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
23	17/3/2003 00:00:00	Daily Mail	2	A clunky diplomatic failure	30.26	134.40		4	0	None	1	9	White House	9	Comment: Reporter evaluation	Political: International Event/ Summit	10	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
24	17/3/2003 00:00:00	Daily Mail	4	The Labour rebellion grows	241.71	221.40		4	1	None	1	9	Other: No location	9	Straight: events over last 24 hours	Political: Legislative	17	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
25	17/3/2003 00:00:00	Daily Mail	5	We will stop the country	7.20	29.14		1	0	None	9	9	Other: No location	9	Straight: events over last 24 hours	Political: Interest Group/ Anti-war protest	05	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
26	17/3/2003 00:00:00	Daily Mail	5	A commanding role for the brute they call Chemical Ali	20.40	73.50		2	1	None	9	9	Other: No location	9	Straight: events over last 24 hours	Political: Other political actions	19	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
27	17/3/2003 00:00:00	Daily Mail	6	Iraq will face 48 hours from hell	214.00	198.00		5	1	None	1	9	Other: No location	9	Analysis: info from different points in time	Media: Journalist rpt./ News analysis	40	No/ N/A	No/ N/A	9	5	9	9	9	9	9	9	9	9	9	9	9	9	9	9
28	17/3/2003 00:00:00	Daily Mail	6	Here just in time, the Army's new supergun	27.75	98.80		4	1	None	2	9	Other: No location	8	Straight: events over last 24 hours	Conflict zone: Report from battle/action	33	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
29	17/3/2003 00:00:00	Daily Mail	6	The new Stalingrad with 5m sitting ducks	38.25	169.98		5	0	None	1	9	Baghdad	2	Comment: Reporter evaluation	Conflict zone: Report from battle/action	19	No/ N/A	No/ N/A	5	9	2	9	9	9	9	9	9	9	9	9	9	9	9	9
30	17/3/2003 00:00:00	Daily Mail	8	As we stand on the brink of war, a Mail writer sends a powerful dispatch…	267.75	561.15		7	1	None	1	9	Northern Iraq	8	Postcard/ Experience/ 'Novelistic' description	Conflict zone: Report from battle/action	11	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
31	17/3/2003 00:00:00	Daily Mail	10	Diplomacy given its last chance	8.58	217.00		1	1	None	9	9	Other: No location	9	Editorial	Political: International Event/ Summit	32	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
32	17/3/2003 00:00:00	The Independent	1	A watershed for the world	108.50	210.33		6	1	None	1	1	Summit of International leaders	9	Straight: events over last 24 hours	Political: International Event/ Summit	32	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
33	17/3/2003 00:00:00	The Independent	1	Troops admit lack of public support 'nags' at them	28.56	114.24		2	1	None	2	1	Kuwaiti desert	8	Straight: events over last 24 hours	Conflict zone: Report from battle/action	25	No/ N/A	No/ N/A	5	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
34	17/3/2003 00:00:00	The Independent	2	US troops would face elite Iraqi soldiers defending Baghdad 'street by street'	78.40	187.15		6	1	None	2	1	Baghdad	8	Straight: events over last 24 hours	Conflict zone: Report from battle/action	27	No/ N/A	No/ N/A	3	3	9	9	9	9	9	9	9	9	9	9	9	9	9	9
35	17/3/2003 00:00:00	The Independent	2	Israel warns it may fight back if Iraq attacks	25.84	118.49		2	1	None	1	9	Israel	9	Straight: events over last 24 hours	Political: Other political actions	31	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
36	17/3/2003 00:00:00	The Independent	2	Washington dismisses Chirac proposal of 30-day deadline for Saddam to disarm	31.00	148.83		4	0	Wire service	2	9	Other European location	9	Straight: events over last 24 hours	Political: Other political actions	32	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
37	17/3/2003 00:00:00	The Independent	2	Pentagon press centre gets Hollywood glitz	13.50	64.80		2	0	None	9	9		9	Other: 'light' or jokey/ 4th+ story	Conflict zone: Other/ human interest		No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
38	17/3/2003 00:00:00	The Independent	3	British soldiers will deal with civilians caught in 'catastrophe'	93.98	233.70		7	1	None	1	9	CentCom/Qatar/ Kuwait	9	Straight: events over last 24 hours	Conflict zone: Aid delivery/ humanitarian	24	No/ N/A	No/ N/A	9	9	9	1	9	9	2	9	9	9	9	9	9	9	9	9
39	17/3/2003 00:00:00	The Independent	3	Prepare for horror and be nice to prisoners, says colonel	16.80	81.18		1	1	None	2	9	Kuwaiti desert	8	Straight: events over last 24 hours	Conflict zone: Report from battle/action	25	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
40	17/3/2003 00:00:00	The Independent	3	US special forces join local troops in build-up on northern front	39.10	204.59		4	0	None	1	9	Northern Iraq	8	Straight: events over last 24 hours	Conflict zone: Report from battle/action	32	No/ N/A	No/ N/A	9	3	9	9	9	9	9	9	9	9	9	9	9	9	9	9
41	17/3/2003 00:00:00	The Independent	4	Ministers go on charm offensive for Blair as rebel numbers grow	63.00	199.95		5	1	None	1	9	Other: No location	9	Straight: events over last 24 hours	Political: Government	17	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
42	17/3/2003 00:00:00	The Independent	4	Goldsmith will advise that war on Iraq is legal	25.90	136.94		2	1	None	2	9	Other: No location	9	Straight: events over last 24 hours	Political: Government	33	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
43	17/3/2003 00:00:00	The Independent	4	Kennedy promises to back British forces	11.52	88.15		2	0	None	2	9	Other: No location	9	Straight: events over last 24 hours	Political: Legislative	24	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
44	17/3/2003 00:00:00	The Independent	5	Peace activists plot campaign for the day war starts	48.00	326.87		7	1	None	1	9	Other: No location	9	Straight: events over last 24 hours	Political: Interest Group/ Anti-war protest	37	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
45	17/3/2003 00:00:00	The Independent	5	Not in our name! Protesters struggle to revive a forgotten art	25.85	139.47		6	0	None	1	9	London: other (not in the street)	9	Straight: events over last 24 hours	Political: Interest Group/ Anti-war protest	29	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
46	17/3/2003 00:00:00	The Independent	14	Today is the day when everyone must show their cards at the UN	27.90	206.46		2	1	None	9	9	Other: No location	9	Editorial	Political: International Event/ Summit	32	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
47	17/3/2003 00:00:00	The Guardian	1	Iraq: the final 24 hours	143.31	216.72		4	1	None	1	1	Summit of International leaders	9	Straight: events over last 24 hours	Political: International Event/ Summit	32	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
48	17/3/2003 00:00:00	The Guardian	1	Hain spells out price for backing Blair	13.94	54.60		2	0	None	2	9	Other: No location	9	Straight: events over last 24 hours	Media: interviews	25	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
49	17/3/2003 00:00:00	The Guardian	3	Preparing for battle: wisecracks, war films and thoughts of loved ones	128.06	394.24		6	1	None	2	9	Kuwaiti desert	1	Postcard/ Experience/ 'Novelistic' description	Conflict zone: Report from battle/action	25	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
50	17/3/2003 00:00:00	The Guardian	3	Saddam keeps defence in the family as country moves to war footing	33.60	170.00		4	0	None	1	9	Other: No location	9	Straight: events over last 24 hours	Political: Other political actions	27	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
51	17/3/2003 00:00:00	The Guardian	4	Wake-up call to UN as deadline approaches	88.90	457.68		8	1	None	1	9	Other: No location	9	Straight: events over last 24 hours	Political: International Event/ Summit	32	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	2	9	9
52	17/3/2003 00:00:00	The Guardian	4	Powell will take the rap for failed diplomacy	10.40	65.60		1	0	None	1	9	White House	9	Straight: events over last 24 hours	Political: Other political actions	18	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	2
53	17/3/2003 00:00:00	The Guardian	5	Threats fly after Ankara's flight ban	49.40	153.72		2	1	None	1	1	Northern Iraq	8	Straight: events over last 24 hours	Political: International Event/ Summit	26	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
54	17/3/2003 00:00:00	The Guardian	5	Kurds flee as secret police step up arrests	41.44	195.21		6	1	None	1	9	Northern Iraq	8	Straight: events over last 24 hours	Conflict zone: Other/ human interest	19	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
55	17/3/2003 00:00:00	The Guardian	5	Rebels claim 160 MPs will defy party	16.50	152.70		4	0	None	1	9	Other: No location	9	Straight: events over last 24 hours	Political: Legislative	17	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
56	17/3/2003 00:00:00	The Guardian	5	Attorney backs war	5.20	39.48		2	0	None	9	9		9	Other: 'light' or jokey/ 4th+ story					9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
57	17/3/2003 00:00:00	The Guardian	6	Mortal fear rules Saddam's inner circle	54.30	409.50		4	1	None	1	9	Other: No location	9	Analysis: info from different points in time	Media: Journalist rpt./ News analysis	19	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
58	17/3/2003 00:00:00	The Guardian	21	Blair's moment of truth	30.00	263.68		2	1	None	9	9	Other: No location	9	Editorial	Political: International Event/ Summit	24	No/ N/A	No/ N/A	9	9	9	2	9	9	9	9	9	9	9	9	9	9	9	9
59	17/3/2003 00:00:00	The Times	1	World faces moment of truth today	86.40	222.60		6	1	None	1	9	Summit of International leaders	9	Straight: events over last 24 hours	Political: International Event/ Summit	32	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
60	17/3/2003 00:00:00	The Times	1	The talking is over - now is the time for decisions	30.60	182.50		5	0	None	9	9		9	Political/ Commons sketch					9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
61	17/3/2003 00:00:00	The Times	11	Beware of 'suicide prisoners', troops told	50.40	188.58		2	1	None	1	9	Kuwaiti desert	1	Straight: events over last 24 hours	Conflict zone: Report from battle/action	26	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
62	17/3/2003 00:00:00	The Times	11	Bored troops just killing time	19.80	173.46		4	1	None	1	9	Other: No location	8	Straight: events over last 24 hours	Conflict zone: Other/ human interest	08	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
63	17/3/2003 00:00:00	The Times	11	Women take their place on the front line of war	33.60	162.54		2	1	None	1	9	Kuwaiti desert	1	Straight: events over last 24 hours	Conflict zone: Other/ human interest	01	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
64	17/3/2003 00:00:00	The Times	12	UN prepares to quit Baghdad as insurer bails out	54.00	199.92		3	1	None	1	9	New York	9	Straight: events over last 24 hours	Conflict zone: Other/ human interest	32	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
65	17/3/2003 00:00:00	The Times	12	Saddam should run, says Cheney	18.72	76.44		4	1	None	2	9	White House	9	Straight: events over last 24 hours	Political: Planned Media opportunity	34	No/ N/A	No/ N/A	5	9	9	9	3	9	9	9	9	9	9	9	9	9	9	9
66	17/3/2003 00:00:00	The Times	12	Another lesson in the danger of divided counsels	46.20	180.20		2	1	None	1	9		9	Expert/politician					9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
67	17/3/2003 00:00:00	The Times	13	Planners gamble on support from Iraqis	46.80	249.06		8	1	None	1	9	Other: No location	9	Analysis: info from different points in time	Media: Journalist rpt./ News analysis	32	No/ N/A	No/ N/A	9	3	9	9	9	9	9	9	9	9	9	9	9	9	9	9
68	17/3/2003 00:00:00	The Times	13	Israeli special forces join 'secret front' in Jordan	32.89	174.72		6	1	None	1	1	Other Middle East location (not Qatar/ Kuwait)	8	Straight: events over last 24 hours	Conflict zone: Report from battle/action	32	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
69	17/3/2003 00:00:00	The Times	14	Ankara in attempt to make peace with Kurds	51.85	167.16		2	1	None	1	9	Turkey	9	Straight: events over last 24 hours	Political: International Event/ Summit	26	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
70	17/3/2003 00:00:00	The Times	14	Unprotected city fears massacre could happen again	19.20	61.32		1	1	None	1	9	Other: No location	8	Straight: events over last 24 hours	Conflict zone: Other/ human interest	24	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
71	17/3/2003 00:00:00	The Times	14	Nationalists prepare to repel Turkey	24.96	169.26		5	1	None	2	9	Northern Iraq	8	Straight: events over last 24 hours	Conflict zone: Report from battle/action	31	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
72	17/3/2003 00:00:00	The Times	15	Brown pledges to increase his war chest in Budget	60.00	175.56		3	1	None	2	9	Other: No location	9	Straight: events over last 24 hours	Political: Planned Media opportunity	33	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
73	17/3/2003 00:00:00	The Times	15	(photo)	0.00	5.60		0	1	None	9	9		9	Photo only	Conflict zone: Report from battle/action	01	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
74	17/3/2003 00:00:00	The Times	15	Law officer to set out advice to Cabinet	29.60	119.70		2	1	None	2	9	Other: No location	9	Straight: events over last 24 hours	Political: Government	33	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
75	17/3/2003 00:00:00	The Times	15	Blair betraying UN, says Kennedy	17.60	99.60		4	1	None	1	9	Other: No location	9	Straight: events over last 24 hours	Political: Planned Media opportunity	17	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
76	17/3/2003 00:00:00	The Times	15	Tories pledge support for ministers	18.70	98.40		4	1	None	9	9		9	Other: 'light' or jokey/ 4th+ story					9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
77	17/3/2003 00:00:00	The Times	16	Cajuns isolated in hostile land	31.65	241.08		5	1	None	9	9		9	Other: 'light' or jokey/ 4th+ story					9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
78	17/3/2003 00:00:00	The Times	19	Clear the decks	19.20	204.80		2	1	None	9	9	Other: No location	9	Editorial	Political: International Event/ Summit	40	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
79	17/3/2003 00:00:00	Daily Telegraph	1	'Moment of truth for the world'	140.00	326.34		6	1	None	1	9	Summit of International leaders	9	Straight: events over last 24 hours	Political: International Event/ Summit	32	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
80	17/3/2003 00:00:00	Daily Telegraph	2	'Saddam has proved capable of any crime'	59.04	131.81		7	1	None	9	9	Other: No location	9	Expert/politician	Political: International Event/ Summit	19	No/ N/A	No/ N/A	9	9	9	4	9	9	9	9	9	4	9	9	9	9	9	9
81	17/3/2003 00:00:00	Daily Telegraph	2	'We will do all we can in the time that remains'	30.25	109.22		3	1	None	9	9	Other: No location	9	Expert/politician	Political: International Event/ Summit	40	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	4	9	4	9	9	4	9
82	17/3/2003 00:00:00	Daily Telegraph	2	Brown leads campiagn to avert backbench revolt over Iraq	46.90	186.20		7	1	None	1	9	Other: No location	9	Straight: events over last 24 hours	Political: Planned Media opportunity	17	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
83	17/3/2003 00:00:00	Daily Telegraph	3	Morale high as British troops play waiting game	67.45	198.24		2	1	None	1	9	Kuwaiti desert	8	Straight: events over last 24 hours	Conflict zone: Report from battle/action	40	No/ N/A	No/ N/A	5	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
84	17/3/2003 00:00:00	Daily Telegraph	3	Cavalry hopes its prayers are answered	47.60	171.50		4	1	None	1	9	Kuwaiti desert	1	Postcard/ Experience/ 'Novelistic' description	Conflict zone: Report from battle/action	32	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
85	17/3/2003 00:00:00	Daily Telegraph	4	For Saddam's home town marchers, this could be the last time	46.20	189.12		7	1	None	1	9	Baghdad	2	Straight: events over last 24 hours	Conflict zone: Report from battle/action	19	Iraq military	No/ N/A	3	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
86	17/3/2003 00:00:00	Daily Telegraph	4	Desert Rats and SAS to play crucial roles in invasion	66.30	195.72		8	1	None	1	1	CentCom/Qatar/ Kuwait	9	Straight: events over last 24 hours	Conflict zone: Report from battle/action	40	No/ N/A	No/ N/A	4	4	9	4	9	9	9	9	9	9	9	9	9	9	9	9
87	17/3/2003 00:00:00	Daily Telegraph	4	UN arms inspectors join the exodus	20.40	104.31		3	0	None	1	9	Baghdad	2	Straight: events over last 24 hours	Conflict zone: Report from battle/action	04	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
88	17/3/2003 00:00:00	Daily Telegraph	4	Minister regrets his 'immoral' vote	22.68	102.48		3	0	None	9	9		9	Other: 'light' or jokey/ 4th+ story					9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
89	17/3/2003 00:00:00	Daily Telegraph	5	(photo)		16.00		0	1	None	9	9		9	Photo only	Conflict zone: Report from battle/action	25	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
90	17/3/2003 00:00:00	Daily Telegraph	5	Chirac's tough stand wins friends at home	49.60	170.10		4	1	None	1	9	Other European location	9	Straight: events over last 24 hours	Political: Other political actions	24	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
91	17/3/2003 00:00:00	Daily Telegraph	5	Global order may be shaken for years by UN row	30.71	177.24		2	1	None	1	9	Other: No location	9	Analysis: info from different points in time	Media: Journalist rpt./ News analysis	32	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
92	17/3/2003 00:00:00	Daily Telegraph	6	Iraqi Kurds remember day Saddam gassed them	90.30	203.35		5	1	None	1	9	Northern Iraq	8	Straight: events over last 24 hours	Conflict zone: Other/ human interest	19	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
93	17/3/2003 00:00:00	Daily Telegraph	6	'Chemical Ali' put on invasion front line	13.20	85.68		1	1	None	1	9	Baghdad	2	Straight: events over last 24 hours	Political: Other political actions	19	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
94	17/3/2003 00:00:00	Daily Telegraph	21	When the talking stopped	9.50	251.94		1	1	None	9	9	Other: No location	9	Editorial	Political: International Event/ Summit	40	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
95	18/3/2003 00:00:00	The Sun	1	Green light for war	289.17	39.24		2	1	None	1	9	Other: No location	9	Straight: events over last 24 hours	Conflict zone: Report from battle/action	32	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
96	18/3/2003 00:00:00	The Sun	1	War wobbler Cook resigns	14.96	9.80		1	1	None	9	9	Other: No location	9	Straight: events over last 24 hours	Political: Other political actions	21	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
97	18/3/2003 00:00:00	The Sun	4	Exodus: women and kids flee Baghdad blitz	33.60	94.50		2	1	None	1	9	Baghdad	2	Straight: events over last 24 hours	Conflict zone: Other/ human interest	32	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
98	18/3/2003 00:00:00	The Sun	4	We back PM	9.80	46.20		1	0	None	9	9	Other: No location	9	Straight: events over last 24 hours	Media: public opinion poll	33	No/ N/A	No/ N/A	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
